Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
78,0,0,13.8,-13.8,0,0.00839235,0,0.0602235
79,0,0,13.8,-13.8,0.0651369,0.298893,0.467422,2.14485
80,0,0,13.8,-13.8,0.214644,0.325991,1.54028,2.33931
81,0,0,13.8,-13.8,0.100808,0.219564,0.723398,1.57559
82,0,0,13.8,-13.8,0.0288439,0.387373,0.206984,2.77979
83,0,0,13.8,-13.8,0.17884,0.265527,1.28335,1.90542
84,0,0,13.8,-13.8,0.0269803,0.417528,0.193611,2.99618
85,0,0,13.8,-13.8,0.118604,0.314711,0.8511,2.25837
86,0,0,13.8,-13.8,0.00483703,0.10089,0.0347105,0.72399
87,0,0,13.8,-13.8,0.00660339,0.306302,0.0473859,2.19802
88,0,0,13.8,-13.8,0.0210397,0.0912322,0.150981,0.654682
89,0,0,13.8,-13.8,0.0183841,0.184264,0.131924,1.32228
90,0,0,13.8,-13.8,0.0464715,0.0623177,0.333479,0.447192
91,0,0,13.8,-13.8,0.118831,0.68245,0.852732,4.89726
92,0,0,13.8,-13.8,0.0974238,0.462911,0.699113,3.32185
93,0,0,13.8,-13.8,0.0925943,0.250635,0.664457,1.79856
94,0,0,13.8,-13.8,0.0730938,0.427494,0.524521,3.0677
95,0,0,13.8,-13.8,0.0545431,0.180056,0.391402,1.29208
96,0,0,13.8,-13.8,0.0583148,0.401777,0.418467,2.88315
97,0,0,13.8,-13.8,0.102213,0.054828,0.733477,0.393446
98,0,0,13.8,-13.8,0.00424246,0.225617,0.0304439,1.61903
99,0,0,13.8,-13.8,0.137304,0.453602,0.985294,3.25504
